0	2296677	37523	21182	6693	898	723	616	583	559	
1	2296675	37521	21270	6738	899	723	617	582	559	
2	2296673	37521	21242	6741	900	723	616	581	558	
3	2296674	37524	21193	6723	900	725	616	582	557	
4	2296671	37513	21227	6726	900	723	615	581	557	
5	2296673	37524	21272	6760	903	725	618	583	557	
6	2296675	37519	21395	6796	902	723	618	581	557	
7	2296677	37519	21301	6736	899	723	619	583	557	
8	2296677	37522	21235	6705	902	726	621	586	561	
9	2296674	37527	21162	6677	895	721	615	581	557	
10	2296675	37516	21326	6779	901	721	617	582	558	
11	2296676	37520	21348	6790	903	725	618	582	559	
12	2296675	37524	21382	6792	902	723	616	582	558	
13	2296675	37519	21204	6714	901	723	616	582	556	
14	2296675	37520	21296	6740	901	722	617	581	558	
15	2296673	37521	21353	6804	901	724	617	582	557	
16	2296677	37521	21163	6686	898	724	617	582	558	
17	2296675	37524	21221	6728	901	724	616	582	558	
18	2296676	37516	21289	6740	902	725	618	584	559	
19	2296674	37519	21275	6751	900	721	616	581	557	
20	2296675	37516	21383	6792	902	724	616	582	558	
21	2296677	37523	21257	6729	903	726	618	584	557	
22	2296679	37529	21292	6751	905	730	623	587	561	
23	2296673	37526	21401	6787	901	723	615	580	557	
24	2296674	37520	21309	6752	898	722	617	582	558	
25	2296676	37526	21360	6781	903	725	618	583	558	
26	2296676	37516	21355	6788	903	723	618	583	559	
27	2296676	37521	21268	6739	902	723	617	583	558	
28	2296678	37519	21254	6739	902	727	619	584	559	
29	2296673	37523	21286	6720	897	723	617	582	558	
30	2296676	37522	21246	6721	901	725	617	582	559	
31	2296673	37518	21279	6742	898	723	615	580	558	
32	2296676	37519	21209	6715	899	722	617	582	558	
33	2296672	37519	21350	6747	900	723	616	580	558	
34	2296676	37521	21205	6729	901	722	617	584	558	
35	2296677	37521	21135	6704	898	723	616	580	557	
36	2296675	37524	21330	6769	902	723	616	581	558	
37	2296674	37518	21322	6756	900	721	616	581	557	
38	2296672	37519	21359	6778	903	725	617	583	558	
39	2296678	37520	21254	6719	899	723	618	583	560	
40	2296673	37519	21204	6680	898	722	617	583	559	
41	2296677	37525	21390	6793	905	727	619	585	559	
42	2296675	37518	21268	6738	900	727	618	584	559	
43	2296676	37521	21214	6705	899	723	616	582	557	
44	2296677	37524	21365	6779	905	724	618	584	560	
45	2296676	37521	21214	6715	897	723	616	582	556	
46	2296678	37523	21338	6797	905	726	619	585	560	
47	2296676	37525	21408	6802	903	724	617	582	557	
48	2296677	37516	21285	6768	903	725	619	583	559	
49	2296674	37522	21156	6711	899	723	616	582	559	
50	2296679	37528	21419	6814	906	726	620	586	562	
51	2296676	37518	21321	6761	901	723	616	582	558	
52	2296677	37521	21326	6774	902	724	616	582	558	
53	2296676	37521	21306	6761	902	725	618	584	560	
54	2296675	37523	21328	6779	904	726	618	582	560	
55	2296674	37523	21365	6797	899	722	615	581	558	
56	2296675	37518	21348	6766	901	724	616	582	559	
57	2296675	37519	21275	6759	900	723	618	583	559	
58	2296676	37525	21331	6762	904	725	619	584	560	
59	2296671	37517	21359	6777	902	722	615	581	559	
60	2296680	37523	21341	6755	904	726	619	585	561	
61	2296674	37523	21278	6747	901	721	615	581	558	
62	2296678	37525	21215	6722	902	725	618	584	560	
63	2296674	37524	21215	6726	901	723	617	583	558	
64	2296676	37524	21268	6740	900	724	616	582	558	
65	2296675	37514	21280	6752	902	723	617	582	556	
66	2296678	37529	21272	6743	901	723	618	582	557	
67	2296675	37520	21336	6796	904	724	617	583	558	
68	2296677	37518	21322	6764	905	724	619	585	561	
69	2296678	37524	21297	6753	904	724	619	584	558	
70	2296676	37524	21424	6813	905	723	618	583	559	
71	2296677	37526	21352	6767	905	724	618	583	558	
72	2296677	37528	21307	6736	905	725	619	584	559	
73	2296678	37526	21387	6806	905	724	620	584	560	
74	2296677	37527	21301	6768	903	725	619	585	561	
75	2296675	37520	21309	6748	901	723	618	583	559	
76	2296675	37524	21344	6741	898	723	616	582	557	
77	2296677	37522	21277	6751	906	728	620	586	560	
78	2296680	37525	21268	6752	905	727	620	586	562	
79	2296674	37519	21316	6738	898	723	616	581	558	
80	2296674	37518	21387	6800	901	723	618	582	560	
81	2296676	37520	21303	6745	899	722	616	581	557	
82	2296676	37519	21245	6746	901	724	616	582	558	
83	2296675	37522	21188	6705	899	724	616	581	556	
84	2296677	37523	21260	6734	906	728	620	586	560	
85	2296674	37521	21317	6747	901	724	616	581	558	
86	2296675	37522	21303	6730	900	723	616	582	559	
87	2296674	37522	21278	6738	898	722	615	581	559	
88	2296675	37522	21191	6704	900	726	618	583	558	
89	2296676	37521	21263	6720	898	721	615	581	558	
90	2296678	37521	21314	6761	904	726	618	585	559	
91	2296676	37521	21277	6764	902	724	619	584	560	
92	2296678	37520	21223	6720	898	726	618	584	559	
93	2296674	37523	21316	6776	901	721	615	581	557	
94	2296676	37523	21184	6685	899	725	619	584	560	
95	2296675	37522	21303	6748	900	723	616	581	559	
96	2296680	37523	21388	6788	904	725	619	585	560	
97	2296677	37526	21303	6741	899	725	617	584	558	
98	2296676	37518	21221	6703	898	725	616	582	559	
99	2296671	37522	21312	6754	902	724	618	583	558	
100	2296675	37521	21333	6741	904	724	616	582	558	
101	2296673	37518	21297	6739	898	721	615	581	558	
102	2296673	37516	21301	6764	901	723	616	582	561	
103	2296675	37520	21250	6718	897	723	616	582	558	
104	2296676	37523	21278	6730	901	724	616	582	559	
105	2296674	37519	21279	6737	899	723	616	582	559	
106	2296681	37524	21320	6767	905	728	621	587	563	
107	2296675	37518	21323	6780	899	721	615	581	558	
108	2296673	37516	21297	6756	900	723	617	582	559	
109	2296676	37523	21332	6729	897	722	615	581	557	
110	2296674	37527	21280	6719	900	726	618	583	557	
111	2296675	37522	21313	6752	899	722	617	581	557	
112	2296677	37525	21280	6741	901	725	619	584	560	
113	2296673	37517	21303	6751	898	722	615	581	559	
114	2296679	37522	21173	6688	901	726	619	585	558	
115	2296676	37524	21286	6738	899	722	615	581	557	
116	2296675	37518	21242	6736	901	722	617	582	557	
117	2296675	37518	21263	6732	899	723	615	581	558	
118	2296676	37527	21300	6735	901	723	616	582	560	
119	2296673	37518	21299	6747	900	720	615	581	557	
120	2296676	37522	21254	6716	901	723	616	582	560	
121	2296676	37523	21281	6725	904	725	618	583	559	
122	2296680	37522	21337	6769	907	729	621	587	562	
123	2296673	37519	21210	6700	898	724	615	581	558	
124	2296677	37522	21369	6769	904	724	617	583	558	
125	2296676	37516	21211	6725	901	723	615	579	558	
126	2296676	37525	21279	6753	902	725	619	584	560	
127	2296673	37524	21299	6737	900	722	615	581	557	
128	2296677	37526	21233	6719	903	727	618	584	559	
129	2296676	37520	21329	6772	904	722	616	582	558	
130	2296674	37520	21273	6735	902	723	617	583	560	
131	2296674	37528	21352	6773	904	724	616	582	559	
132	2296678	37528	21393	6799	906	724	619	585	561	
133	2296675	37520	21293	6743	899	723	615	581	557	
134	2296677	37528	21245	6720	902	722	617	583	559	
135	2296675	37519	21283	6748	900	721	615	581	556	
136	2296677	37519	21175	6706	901	725	618	584	560	
137	2296674	37517	21284	6756	902	723	615	581	559	
138	2296682	37524	21342	6761	908	729	623	589	563	
139	2296673	37518	21210	6701	897	723	615	581	558	
140	2296677	37525	21088	6657	898	725	617	582	559	
141	2296673	37515	21345	6783	901	720	615	580	559	
142	2296677	37525	21227	6724	904	724	618	583	559	
143	2296674	37519	21291	6726	898	721	616	581	558	
144	2296681	37531	21238	6739	906	731	622	588	564	
145	2296675	37517	21225	6713	900	722	616	582	557	
146	2296673	37520	21304	6737	901	723	616	582	559	
147	2296676	37522	21245	6721	899	721	616	580	556	
148	2296676	37521	21309	6767	905	724	619	584	560	
149	2296674	37515	21207	6695	897	719	616	579	560	
150	2296675	37524	21339	6785	903	722	617	582	559	
151	2296673	37515	21266	6737	901	724	615	580	558	
152	2296682	37536	21228	6706	905	727	622	587	561	
153	2296676	37518	21281	6734	900	723	615	581	557	
154	2296676	37519	21283	6744	901	722	616	582	559	
155	2296677	37516	21321	6760	901	722	617	582	558	
156	2296676	37527	21272	6728	901	723	618	583	560	
157	2296674	37521	21241	6740	899	723	615	580	556	
158	2296676	37524	21243	6742	900	722	616	582	560	
159	2296675	37524	21253	6738	900	723	615	582	556	
160	2296679	37528	21291	6722	901	726	617	584	560	
161	2296676	37527	21360	6753	899	722	615	581	558	
162	2296679	37520	21403	6782	906	725	619	585	560	
163	2296675	37514	21369	6809	903	725	617	583	559	
164	2296675	37520	21307	6750	901	723	616	582	558	
165	2296675	37520	21319	6768	901	725	616	581	559	
166	2296676	37530	21335	6774	904	726	618	584	560	
167	2296676	37519	21318	6762	901	724	616	582	560	
168	2296675	37526	21381	6780	902	722	616	581	559	
169	2296677	37520	21283	6720	900	721	616	582	559	
170	2296675	37522	21276	6742	902	722	616	582	558	
171	2296675	37517	21305	6763	902	724	616	582	558	
